name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
JaVale McGee,Golden State Warriors,1/23/2018,2017,3452,1610612744,400975445,4,1,6,1,Alley Oop Dunk Shot,2PT Field Goal,1,New York Knicks,-6,13,0,0,,0,0
JaVale McGee,Golden State Warriors,2/26/2018,2017,3452,1610612744,400975646,3,9,25,1,Alley Oop Dunk Shot,2PT Field Goal,1,New York Knicks,-1,12,0,0,,0,0
Kevin Durant,Golden State Warriors,12/3/2017,2017,3202,1610612744,400975086,2,1,58,1,Alley Oop Dunk Shot,2PT Field Goal,1,Miami Heat,-12,1,0,0,,0,0
David West,Golden State Warriors,12/27/2017,2017,2177,1610612744,400975260,2,10,43,1,Alley Oop Dunk Shot,2PT Field Goal,1,Utah Jazz,-10,4,0,0,,0,0
Kevin Durant,Golden State Warriors,1/13/2018,2017,3202,1610612744,400975377,2,1,22,1,Alley Oop Dunk Shot,2PT Field Goal,1,Toronto Raptors,12,5,0,0,,0,0
JaVale McGee,Golden State Warriors,4/10/2018,2017,3452,1610612744,400975963,3,2,50,1,Alley Oop Dunk Shot,2PT Field Goal,2,Utah Jazz,-20,13,0,0,,0,0
Jordan Bell,Golden State Warriors,11/6/2017,2017,,1610612744,400974899,1,1,33,1,Alley Oop Dunk Shot,2PT Field Goal,0,Miami Heat,0,-1,0,0,,0,0
Damian Jones,Golden State Warriors,3/25/2018,2017,3064559,1610612744,400975848,4,5,7,1,Alley Oop Dunk Shot,2PT Field Goal,1,Utah Jazz,-1,16,0,0,,0,0
Jordan Bell,Golden State Warriors,12/30/2017,2017,,1610612744,400975281,3,5,50,1,Alley Oop Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,-5,9,0,0,,0,0
Kevin Durant,Golden State Warriors,1/30/2018,2017,3202,1610612744,400975497,3,10,45,1,Alley Oop Dunk Shot,2PT Field Goal,1,Utah Jazz,14,7,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/16/2018,2017,2386,1610612744,401029446,4,2,48,1,Alley Oop Dunk Shot,2PT Field Goal,0,San Antonio Spurs,0,8,0,0,,0,0
Jordan Bell,Golden State Warriors,1/10/2018,2017,,1610612744,400975359,2,5,16,1,Alley Oop Dunk Shot,2PT Field Goal,2,Los Angeles Clippers,6,21,0,0,,0,0
JaVale McGee,Golden State Warriors,4/16/2018,2017,3452,1610612744,401029446,3,11,35,1,Alley Oop Dunk Shot,2PT Field Goal,1,San Antonio Spurs,4,11,0,0,,0,0
Kevin Durant,Golden State Warriors,2/3/2018,2017,3202,1610612744,400975528,2,4,33,1,Alley Oop Dunk Shot,2PT Field Goal,1,Denver Nuggets,-6,14,0,0,,0,0
JaVale McGee,Golden State Warriors,4/16/2018,2017,3452,1610612744,401029446,2,2,48,1,Alley Oop Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-15,8,0,0,,0,0
Kevin Durant,Golden State Warriors,1/12/2018,2017,3202,1610612744,400975368,1,6,16,1,Alley Oop Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,-5,6,0,0,,0,0
JaVale McGee,Golden State Warriors,4/5/2018,2017,3452,1610612744,400975921,3,10,40,1,Alley Oop Dunk Shot,2PT Field Goal,0,Indiana Pacers,3,0,0,0,,0,0
Kevon Looney,Golden State Warriors,5/4/2018,2017,3155535,1610612744,401031646,3,6,3,1,Alley Oop Dunk Shot,2PT Field Goal,1,New Orleans Pelicans,5,13,0,0,,0,0
JaVale McGee,Golden State Warriors,2/2/2018,2017,3452,1610612744,400975520,1,2,27,1,Alley Oop Dunk Shot,2PT Field Goal,18,Sacramento Kings,-105,154,0,0,,0,0
Jordan Bell,Golden State Warriors,11/24/2017,2017,,1610612744,400975027,1,9,7,1,Alley Oop Dunk Shot,2PT Field Goal,1,Chicago Bulls,-2,17,0,0,,0,0
JaVale McGee,Golden State Warriors,2/2/2018,2017,3452,1610612744,400975520,2,7,55,1,Alley Oop Dunk Shot,2PT Field Goal,1,Sacramento Kings,5,18,0,0,,0,0
JaVale McGee,Golden State Warriors,3/31/2018,2017,3452,1610612744,400975888,1,9,42,1,Alley Oop Dunk Shot,2PT Field Goal,1,Sacramento Kings,-2,18,0,0,,0,0
JaVale McGee,Golden State Warriors,11/27/2017,2017,3452,1610612744,400975047,3,4,4,1,Alley Oop Dunk Shot,2PT Field Goal,1,Sacramento Kings,7,16,0,0,,0,0
JaVale McGee,Golden State Warriors,1/30/2018,2017,3452,1610612744,400975497,1,3,12,1,Alley Oop Dunk Shot,2PT Field Goal,2,Utah Jazz,19,15,0,0,,0,0
JaVale McGee,Golden State Warriors,4/5/2018,2017,3452,1610612744,400975921,1,6,12,1,Alley Oop Dunk Shot,2PT Field Goal,2,Indiana Pacers,-5,20,0,0,,0,0
Andre Iguodala,Golden State Warriors,5/1/2018,2017,2386,1610612744,401031645,3,8,47,1,Alley Oop Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,5,4,0,0,,0,0
Shaun Livingston,Golden State Warriors,3/29/2018,2017,2393,1610612744,400975874,2,5,43,1,Alley Oop Dunk Shot,2PT Field Goal,2,Milwaukee Bucks,-5,27,0,0,,0,0
Klay Thompson,Golden State Warriors,1/27/2018,2017,6475,1610612744,400975474,2,10,2,1,Alley Oop Dunk Shot,2PT Field Goal,0,Boston Celtics,6,-2,0,0,,0,0
JaVale McGee,Golden State Warriors,12/6/2017,2017,3452,1610612744,400975109,3,3,9,1,Alley Oop Dunk Shot,2PT Field Goal,0,Charlotte Hornets,0,8,0,0,,0,0
Damian Jones,Golden State Warriors,4/3/2018,2017,3064559,1610612744,400975909,4,1,5,1,Alley Oop Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,-2,1,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/24/2018,2017,2386,1610612744,401029456,1,4,38,1,Alley Oop Dunk Shot,2PT Field Goal,0,San Antonio Spurs,-8,4,0,0,,0,0
JaVale McGee,Golden State Warriors,1/30/2018,2017,3452,1610612744,400975497,1,1,9,1,Alley Oop Dunk Shot,2PT Field Goal,3,Utah Jazz,11,31,0,0,,0,0
JaVale McGee,Golden State Warriors,4/14/2018,2017,3452,1610612744,401029441,1,8,31,1,Alley Oop Dunk Shot,2PT Field Goal,0,San Antonio Spurs,3,6,0,0,,0,0
Damian Jones,Golden State Warriors,4/3/2018,2017,3064559,1610612744,400975909,2,2,40,1,Alley Oop Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,5,7,0,0,,0,0
Jordan Bell,Golden State Warriors,12/3/2017,2017,,1610612744,400975086,3,0,33,1,Alley Oop Dunk Shot,2PT Field Goal,0,Miami Heat,2,9,0,0,,0,0
JaVale McGee,Golden State Warriors,4/3/2018,2017,3452,1610612744,400975909,1,3,0,1,Alley Oop Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,-1,5,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/19/2018,2017,2393,1610612744,,4,11,20,0,Alley Oop Dunk Shot,2PT Field Goal,0,San Antonio Spurs,-7,0,0,0,,0,0
JaVale McGee,Golden State Warriors,2/14/2018,2017,3452,1610612744,400975610,1,2,24,1,Alley Oop Dunk Shot,2PT Field Goal,1,Portland Trail Blazers,-2,11,0,0,,0,0
Jordan Bell,Golden State Warriors,10/25/2017,2017,,1610612744,400974814,1,1,20,1,Alley Oop Dunk Shot,2PT Field Goal,1,Toronto Raptors,3,11,0,0,,0,0
Kevin Durant,Golden State Warriors,2/28/2018,2017,3202,1610612744,400975663,1,0,45,1,Alley Oop Dunk Shot,2PT Field Goal,2,Washington Wizards,0,26,0,0,,0,0
Kevin Durant,Golden State Warriors,10/25/2017,2017,3202,1610612744,400974814,1,8,39,1,Alley Oop Dunk Shot,2PT Field Goal,0,Toronto Raptors,8,1,0,0,,0,0
Kevin Durant,Golden State Warriors,12/4/2017,2017,3202,1610612744,400975097,3,11,50,1,Alley Oop Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,-2,-4,0,0,,0,0
Kevin Durant,Golden State Warriors,3/2/2018,2017,3202,1610612744,400975674,1,8,0,1,Alley Oop Dunk Shot,2PT Field Goal,1,Atlanta Hawks,-5,13,0,0,,0,0
Jordan Bell,Golden State Warriors,12/25/2017,2017,,1610612744,400974446,4,3,46,1,Alley Oop Dunk Shot,2PT Field Goal,1,Cleveland Cavaliers,1,13,0,0,,0,0
JaVale McGee,Golden State Warriors,2/24/2018,2017,3452,1610612744,400975633,1,11,29,1,Alley Oop Dunk Shot,2PT Field Goal,2,Oklahoma City Thunder,2,29,0,0,,0,0
Jordan Bell,Golden State Warriors,12/1/2017,2017,,1610612744,400975069,4,3,29,1,Alley Oop Dunk Shot,2PT Field Goal,2,Orlando Magic,-16,15,0,0,,0,0
Jordan Bell,Golden State Warriors,12/1/2017,2017,,1610612744,400975069,4,2,40,1,Alley Oop Dunk Shot,2PT Field Goal,1,Orlando Magic,3,11,0,0,,0,0
Jordan Bell,Golden State Warriors,12/1/2017,2017,,1610612744,400975069,4,5,56,1,Alley Oop Dunk Shot,2PT Field Goal,1,Orlando Magic,0,19,0,0,,0,0
JaVale McGee,Golden State Warriors,2/22/2018,2017,3452,1610612744,400975618,1,5,31,1,Alley Oop Dunk Shot,2PT Field Goal,1,Los Angeles Clippers,5,17,0,0,,0,0
JaVale McGee,Golden State Warriors,10/30/2017,2017,3452,1610612744,400974851,3,1,40,1,Alley Oop Dunk Shot,2PT Field Goal,3,Los Angeles Clippers,29,-11,0,0,,0,0
Kevin Durant,Golden State Warriors,2/10/2018,2017,3202,1610612744,400975577,1,9,27,1,Alley Oop Dunk Shot,2PT Field Goal,1,San Antonio Spurs,2,10,0,0,,0,0
Jordan Bell,Golden State Warriors,12/25/2017,2017,,1610612744,400974446,3,5,25,1,Alley Oop Dunk Shot,2PT Field Goal,0,Cleveland Cavaliers,-3,-4,0,0,,0,0
Jordan Bell,Golden State Warriors,12/25/2017,2017,,1610612744,400974446,3,11,0,1,Alley Oop Dunk Shot,2PT Field Goal,0,Cleveland Cavaliers,6,1,0,0,,0,0
Kevin Durant,Golden State Warriors,4/28/2018,2017,3202,1610612744,401031412,2,3,15,1,Alley Oop Dunk Shot,2PT Field Goal,2,New Orleans Pelicans,-1,20,0,0,,0,0
JaVale McGee,Golden State Warriors,10/29/2017,2017,3452,1610612744,400974842,1,4,36,1,Alley Oop Dunk Shot,2PT Field Goal,1,Detroit Pistons,-5,11,0,0,,0,0
David West,Golden State Warriors,11/18/2017,2017,2177,1610612744,400974982,4,7,52,1,Alley Oop Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,3,8,0,0,,0,0
Damian Jones,Golden State Warriors,4/7/2018,2017,3064559,1610612744,400975941,3,2,36,0,Alley Oop Layup shot,2PT Field Goal,2,New Orleans Pelicans,-22,0,0,0,,0,0
Zaza Pachulia,Golden State Warriors,1/25/2018,2017,2016,1610612744,400975459,1,6,55,1,Alley Oop Layup shot,2PT Field Goal,1,Minnesota Timberwolves,3,13,0,0,,0,0
Kevon Looney,Golden State Warriors,4/7/2018,2017,3155535,1610612744,400975941,1,7,23,1,Alley Oop Layup shot,2PT Field Goal,2,New Orleans Pelicans,-5,23,0,0,,0,0
Kevin Durant,Golden State Warriors,12/14/2017,2017,3202,1610612744,400975168,4,4,49,1,Alley Oop Layup shot,2PT Field Goal,0,Dallas Mavericks,9,3,0,0,,0,0
JaVale McGee,Golden State Warriors,12/20/2017,2017,3452,1610612744,400975215,3,8,13,1,Alley Oop Layup shot,2PT Field Goal,2,Memphis Grizzlies,22,8,0,0,,0,0
Shaun Livingston,Golden State Warriors,10/21/2017,2017,2393,1610612744,400974784,4,6,32,1,Alley Oop Layup shot,2PT Field Goal,1,Memphis Grizzlies,6,9,0,0,,0,0
Jordan Bell,Golden State Warriors,4/1/2018,2017,,1610612744,400975899,3,0,35,1,Alley Oop Layup shot,2PT Field Goal,2,Phoenix Suns,14,22,0,0,,0,0
Kevin Durant,Golden State Warriors,2/2/2018,2017,3202,1610612744,400975520,2,3,4,1,Alley Oop Layup shot,2PT Field Goal,1,Sacramento Kings,10,-3,0,0,,0,0
Kevin Durant,Golden State Warriors,3/31/2018,2017,3202,1610612744,400975888,3,5,54,0,Alley Oop Layup shot,2PT Field Goal,2,Sacramento Kings,14,17,0,0,,0,0
Kevin Durant,Golden State Warriors,4/14/2018,2017,3202,1610612744,401029441,2,1,17,0,Alley Oop Layup shot,2PT Field Goal,2,San Antonio Spurs,-5,24,0,0,,0,0
Kevon Looney,Golden State Warriors,5/4/2018,2017,3155535,1610612744,401031646,2,6,25,1,Alley Oop Layup shot,2PT Field Goal,1,New Orleans Pelicans,18,6,0,0,,0,0
JaVale McGee,Golden State Warriors,4/5/2018,2017,3452,1610612744,400975921,1,11,40,1,Alley Oop Layup shot,2PT Field Goal,1,Indiana Pacers,-4,10,0,0,,0,0
JaVale McGee,Golden State Warriors,5/4/2018,2017,3452,1610612744,401031646,1,10,34,0,Alley Oop Layup shot,2PT Field Goal,2,New Orleans Pelicans,25,11,0,0,,0,0
JaVale McGee,Golden State Warriors,3/29/2018,2017,3452,1610612744,400975874,1,10,23,0,Alley Oop Layup shot,2PT Field Goal,2,Milwaukee Bucks,10,27,0,0,,0,0
Kevin Durant,Golden State Warriors,5/4/2018,2017,3202,1610612744,401031646,1,7,24,1,Alley Oop Layup shot,2PT Field Goal,1,New Orleans Pelicans,-3,16,0,0,,0,0
Zaza Pachulia,Golden State Warriors,1/23/2018,2017,2016,1610612744,400975445,1,5,51,1,Alley Oop Layup shot,2PT Field Goal,0,New York Knicks,6,7,0,0,,0,0
Damian Jones,Golden State Warriors,4/8/2018,2017,3064559,1610612744,400975949,4,0,29,0,Alley Oop Layup shot,2PT Field Goal,3,Phoenix Suns,0,34,0,0,,0,0
Zaza Pachulia,Golden State Warriors,1/27/2018,2017,2016,1610612744,400975474,3,6,9,1,Alley Oop Layup shot,2PT Field Goal,2,Boston Celtics,13,23,0,0,,0,0
JaVale McGee,Golden State Warriors,2/26/2018,2017,3452,1610612744,400975646,1,6,47,1,Alley Oop Layup shot,2PT Field Goal,1,New York Knicks,3,13,0,0,,0,0
Klay Thompson,Golden State Warriors,10/25/2017,2017,6475,1610612744,400974814,2,7,35,1,Alley Oop Layup shot,2PT Field Goal,1,Toronto Raptors,6,11,0,0,,0,0
Jordan Bell,Golden State Warriors,4/1/2018,2017,,1610612744,400975899,4,1,40,1,Alley Oop Layup shot,2PT Field Goal,2,Phoenix Suns,-1,21,0,0,,0,0
David West,Golden State Warriors,1/4/2018,2017,2177,1610612744,400975312,2,10,47,1,Alley Oop Layup shot,2PT Field Goal,1,Houston Rockets,9,14,0,0,,0,0
JaVale McGee,Golden State Warriors,4/8/2018,2017,3452,1610612744,400975949,3,3,30,1,Alley Oop Layup shot,2PT Field Goal,0,Phoenix Suns,-1,7,0,0,,0,0
Patrick McCaw,Golden State Warriors,12/25/2017,2017,3137730,1610612744,400974446,2,1,13,0,Alley Oop Layup shot,2PT Field Goal,1,Cleveland Cavaliers,-9,16,0,0,,0,0
JaVale McGee,Golden State Warriors,11/11/2017,2017,3452,1610612744,400974935,1,3,55,0,Alley Oop Layup shot,2PT Field Goal,2,Philadelphia 76ers,-13,19,0,0,,0,0
Kevin Durant,Golden State Warriors,3/2/2018,2017,3202,1610612744,400975674,1,8,52,1,Alley Oop Layup shot,2PT Field Goal,1,Atlanta Hawks,10,12,0,0,,0,0
Klay Thompson,Golden State Warriors,1/30/2018,2017,6475,1610612744,400975497,2,7,39,0,Alley Oop Layup shot,2PT Field Goal,6,Utah Jazz,27,57,0,0,,0,0
Jordan Bell,Golden State Warriors,10/23/2017,2017,,1610612744,400974796,1,0,6,1,Alley Oop Layup shot,2PT Field Goal,3,Dallas Mavericks,27,15,0,0,,0,0
Patrick McCaw,Golden State Warriors,1/10/2018,2017,3137730,1610612744,400975359,2,10,21,1,Alley Oop Layup shot,2PT Field Goal,0,Los Angeles Clippers,2,7,0,0,,0,0
JaVale McGee,Golden State Warriors,3/31/2018,2017,3452,1610612744,400975888,3,11,26,0,Alley Oop Layup shot,2PT Field Goal,8,Sacramento Kings,28,78,0,0,,0,0
JaVale McGee,Golden State Warriors,3/25/2018,2017,3452,1610612744,400975848,2,4,11,1,Alley Oop Layup shot,2PT Field Goal,1,Utah Jazz,3,14,0,0,,0,0
David West,Golden State Warriors,4/1/2018,2017,2177,1610612744,400975899,4,7,22,0,Alley Oop Layup shot,2PT Field Goal,2,Phoenix Suns,-7,27,0,0,,0,0
David West,Golden State Warriors,2/26/2018,2017,2177,1610612744,400975646,4,9,27,1,Alley Oop Layup shot,2PT Field Goal,0,New York Knicks,9,1,0,0,,0,0
Draymond Green,Golden State Warriors,2/28/2018,2017,6589,1610612744,400975663,3,6,21,1,Alley Oop Layup shot,2PT Field Goal,3,Washington Wizards,16,26,0,0,,0,0
JaVale McGee,Golden State Warriors,2/26/2018,2017,3452,1610612744,400975646,1,5,31,0,Alley Oop Layup shot,2PT Field Goal,1,New York Knicks,11,9,0,0,,0,0
Andre Iguodala,Golden State Warriors,3/19/2018,2017,2386,1610612744,400975802,1,3,2,1,Alley Oop Layup shot,2PT Field Goal,1,San Antonio Spurs,2,16,0,0,,0,0
David West,Golden State Warriors,4/16/2018,2017,2177,1610612744,401029446,2,8,24,1,Cutting Dunk Shot,2PT Field Goal,0,San Antonio Spurs,5,5,0,0,,0,0
David West,Golden State Warriors,1/27/2018,2017,2177,1610612744,400975474,4,6,13,1,Cutting Dunk Shot,2PT Field Goal,1,Boston Celtics,-5,19,0,0,,0,0
JaVale McGee,Golden State Warriors,10/21/2017,2017,3452,1610612744,400974784,1,1,44,1,Cutting Dunk Shot,2PT Field Goal,0,Memphis Grizzlies,-3,1,0,0,,0,0
Kevon Looney,Golden State Warriors,4/7/2018,2017,3155535,1610612744,400975941,3,7,1,1,Cutting Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,3,4,0,0,,0,0
Kevin Durant,Golden State Warriors,11/4/2017,2017,3202,1610612744,400974886,1,9,45,1,Cutting Dunk Shot,2PT Field Goal,1,Denver Nuggets,1,17,0,0,,0,0
David West,Golden State Warriors,2/26/2018,2017,2177,1610612744,400975646,4,9,54,1,Cutting Dunk Shot,2PT Field Goal,1,New York Knicks,-12,4,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/2017,2017,3202,1610612744,400974784,1,6,22,0,Cutting Dunk Shot,2PT Field Goal,3,Memphis Grizzlies,-24,18,0,0,,0,0
Shaun Livingston,Golden State Warriors,3/17/2018,2017,2393,1610612744,400975790,4,7,19,1,Cutting Dunk Shot,2PT Field Goal,0,Phoenix Suns,5,4,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/25/2018,2017,2386,1610612744,400975459,2,8,4,1,Cutting Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,5,17,0,0,,0,0
JaVale McGee,Golden State Warriors,5/4/2018,2017,3452,1610612744,401031646,1,6,35,1,Cutting Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,2,-2,0,0,,0,0
Kevon Looney,Golden State Warriors,11/6/2017,2017,3155535,1610612744,400974899,4,1,40,1,Cutting Dunk Shot,2PT Field Goal,0,Miami Heat,-3,1,0,0,,0,0
Kevin Durant,Golden State Warriors,2/28/2018,2017,3202,1610612744,400975663,3,2,19,1,Cutting Dunk Shot,2PT Field Goal,0,Washington Wizards,6,4,0,0,,0,0
Andre Iguodala,Golden State Warriors,12/14/2017,2017,2386,1610612744,400975168,4,11,46,1,Cutting Dunk Shot,2PT Field Goal,1,Dallas Mavericks,2,10,0,0,,0,0
Shaun Livingston,Golden State Warriors,2/28/2018,2017,2393,1610612744,400975663,2,4,29,1,Cutting Dunk Shot,2PT Field Goal,2,Washington Wizards,8,25,0,0,,0,0
David West,Golden State Warriors,11/4/2017,2017,2177,1610612744,400974886,4,11,15,1,Cutting Dunk Shot,2PT Field Goal,2,Denver Nuggets,-11,18,0,0,,0,0
Draymond Green,Golden State Warriors,5/6/2018,2017,6589,1610612744,401031647,4,8,18,1,Cutting Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,3,2,0,0,,0,0
Jordan Bell,Golden State Warriors,12/30/2017,2017,,1610612744,400975281,2,1,40,1,Cutting Dunk Shot,2PT Field Goal,0,Memphis Grizzlies,-7,5,0,0,,0,0
Jordan Bell,Golden State Warriors,11/11/2017,2017,,1610612744,400974935,4,0,47,1,Cutting Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,0,4,0,0,,0,0
Jordan Bell,Golden State Warriors,12/22/2017,2017,,1610612744,400975230,4,1,47,1,Cutting Dunk Shot,2PT Field Goal,1,Los Angeles Lakers,5,10,0,0,,0,0
JaVale McGee,Golden State Warriors,12/27/2017,2017,3452,1610612744,400975260,4,0,56,1,Cutting Dunk Shot,2PT Field Goal,2,Utah Jazz,-3,20,0,0,,0,0
David West,Golden State Warriors,4/22/2018,2017,2177,1610612744,401029455,1,0,30,1,Cutting Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-4,16,0,0,,0,0
Klay Thompson,Golden State Warriors,11/19/2017,2017,6475,1610612744,400974987,1,5,26,1,Cutting Dunk Shot,2PT Field Goal,0,Brooklyn Nets,7,-5,0,0,,0,0
Kevin Durant,Golden State Warriors,11/29/2017,2017,3202,1610612744,400975063,1,6,39,1,Cutting Dunk Shot,2PT Field Goal,1,Los Angeles Lakers,10,11,0,0,,0,0
David West,Golden State Warriors,3/31/2018,2017,2177,1610612744,400975888,4,9,15,1,Cutting Dunk Shot,2PT Field Goal,2,Sacramento Kings,-21,6,0,0,,0,0
Kevon Looney,Golden State Warriors,11/29/2017,2017,3155535,1610612744,400975063,2,5,55,1,Cutting Dunk Shot,2PT Field Goal,2,Los Angeles Lakers,-7,20,0,0,,0,0
Kevon Looney,Golden State Warriors,11/11/2017,2017,3155535,1610612744,400974935,3,1,49,1,Cutting Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,-3,10,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/22/2018,2017,2393,1610612744,401029455,4,9,28,1,Cutting Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-3,13,0,0,,0,0
Kevin Durant,Golden State Warriors,12/20/2017,2017,3202,1610612744,400975215,1,4,50,1,Cutting Dunk Shot,2PT Field Goal,0,Memphis Grizzlies,0,5,0,0,,0,0
Kevin Durant,Golden State Warriors,1/13/2018,2017,3202,1610612744,400975377,1,11,27,1,Cutting Dunk Shot,2PT Field Goal,0,Toronto Raptors,0,3,0,0,,0,0
Kevon Looney,Golden State Warriors,3/17/2018,2017,3155535,1610612744,400975790,3,0,31,1,Cutting Dunk Shot,2PT Field Goal,0,Phoenix Suns,-2,5,0,0,,0,0
Patrick McCaw,Golden State Warriors,12/22/2017,2017,3137730,1610612744,400975230,1,7,48,0,Cutting Dunk Shot,2PT Field Goal,2,Los Angeles Lakers,15,20,0,0,,0,0
Shaun Livingston,Golden State Warriors,12/11/2017,2017,2393,1610612744,400975146,4,2,2,1,Cutting Dunk Shot,2PT Field Goal,1,Portland Trail Blazers,-3,10,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/22/2018,2017,2393,1610612744,401029455,2,9,31,1,Cutting Dunk Shot,2PT Field Goal,0,San Antonio Spurs,2,9,0,0,,0,0
Klay Thompson,Golden State Warriors,4/1/2018,2017,6475,1610612744,400975899,3,10,30,1,Cutting Dunk Shot,2PT Field Goal,2,Phoenix Suns,-1,25,0,0,,0,0
Kevin Durant,Golden State Warriors,1/13/2018,2017,3202,1610612744,400975377,2,2,24,1,Cutting Dunk Shot,2PT Field Goal,1,Toronto Raptors,7,15,0,0,,0,0
Zaza Pachulia,Golden State Warriors,2/3/2018,2017,2016,1610612744,400975528,2,3,28,1,Cutting Dunk Shot,2PT Field Goal,1,Denver Nuggets,2,13,0,0,,0,0
David West,Golden State Warriors,12/22/2017,2017,2177,1610612744,400975230,4,10,24,1,Cutting Dunk Shot,2PT Field Goal,0,Los Angeles Lakers,-3,8,0,0,,0,0
JaVale McGee,Golden State Warriors,2/28/2018,2017,3452,1610612744,400975663,1,5,7,1,Cutting Dunk Shot,2PT Field Goal,1,Washington Wizards,9,14,0,0,,0,0
Kevin Durant,Golden State Warriors,12/3/2017,2017,3202,1610612744,400975086,2,4,16,1,Cutting Dunk Shot,2PT Field Goal,1,Miami Heat,-11,4,0,0,,0,0
Kevon Looney,Golden State Warriors,11/24/2017,2017,3155535,1610612744,400975027,2,5,17,1,Cutting Dunk Shot,2PT Field Goal,1,Chicago Bulls,-2,13,0,0,,0,0
Kevon Looney,Golden State Warriors,4/5/2018,2017,3155535,1610612744,400975921,1,2,13,1,Cutting Dunk Shot,2PT Field Goal,2,Indiana Pacers,2,21,0,0,,0,0
Shaun Livingston,Golden State Warriors,11/19/2017,2017,2393,1610612744,400974987,4,2,25,1,Cutting Dunk Shot,2PT Field Goal,0,Brooklyn Nets,-6,2,0,0,,0,0
David West,Golden State Warriors,11/8/2017,2017,2177,1610612744,400974914,2,11,6,1,Cutting Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-3,12,0,0,,0,0
Kevon Looney,Golden State Warriors,4/1/2018,2017,3155535,1610612744,400975899,3,7,43,1,Cutting Dunk Shot,2PT Field Goal,1,Phoenix Suns,0,16,0,0,,0,0
Shaun Livingston,Golden State Warriors,11/27/2017,2017,2393,1610612744,400975047,2,11,48,1,Cutting Dunk Shot,2PT Field Goal,2,Sacramento Kings,5,26,0,0,,0,0
JaVale McGee,Golden State Warriors,3/31/2018,2017,3452,1610612744,400975888,3,10,29,1,Cutting Dunk Shot,2PT Field Goal,0,Sacramento Kings,2,4,0,0,,0,0
Draymond Green,Golden State Warriors,1/4/2018,2017,6589,1610612744,400975312,4,10,29,1,Cutting Dunk Shot,2PT Field Goal,2,Houston Rockets,15,15,0,0,,0,0
Kevin Durant,Golden State Warriors,3/31/2018,2017,3202,1610612744,400975888,1,9,2,1,Cutting Dunk Shot,2PT Field Goal,1,Sacramento Kings,-1,12,0,0,,0,0
Kevin Durant,Golden State Warriors,12/3/2017,2017,3202,1610612744,400975086,1,7,41,1,Cutting Dunk Shot,2PT Field Goal,1,Miami Heat,-14,8,0,0,,0,0
Jordan Bell,Golden State Warriors,12/11/2017,2017,,1610612744,400975146,3,3,2,1,Cutting Dunk Shot,2PT Field Goal,2,Portland Trail Blazers,-17,11,0,0,,0,0
Shaun Livingston,Golden State Warriors,12/6/2017,2017,2393,1610612744,400975109,4,10,45,1,Cutting Dunk Shot,2PT Field Goal,1,Charlotte Hornets,8,10,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/1/2018,2017,2393,1610612744,400975899,4,9,53,1,Cutting Dunk Shot,2PT Field Goal,1,Phoenix Suns,-5,16,0,0,,0,0
Shaun Livingston,Golden State Warriors,12/6/2017,2017,2393,1610612744,400975109,2,10,33,1,Cutting Dunk Shot,2PT Field Goal,0,Charlotte Hornets,-2,9,0,0,,0,0
Kevin Durant,Golden State Warriors,1/3/2018,2017,3202,1610612744,400975308,4,5,37,1,Cutting Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-8,6,0,0,,0,0
David West,Golden State Warriors,12/6/2017,2017,2177,1610612744,400975109,3,6,32,1,Cutting Dunk Shot,2PT Field Goal,1,Charlotte Hornets,-11,11,0,0,,0,0
Patrick McCaw,Golden State Warriors,12/27/2017,2017,3137730,1610612744,400975260,1,0,28,1,Cutting Dunk Shot,2PT Field Goal,1,Utah Jazz,-5,16,0,0,,0,0
