name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
Omri Casspi,Golden State Warriors,10/30/2017,2017,3554,1610612744,400974851,4,3,52,0,Driving Layup Shot,2PT Field Goal,4,Los Angeles Clippers,8,46,0,0,,0,0
Stephen Curry,Golden State Warriors,10/30/2017,2017,3975,1610612744,400974851,3,9,5,0,Driving Layup Shot,2PT Field Goal,2,Los Angeles Clippers,7,19,0,0,,0,0
Stephen Curry,Golden State Warriors,11/16/2017,2017,3975,1610612744,400974966,1,2,56,0,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,-6,16,0,0,,0,0
Draymond Green,Golden State Warriors,4/28/2018,2017,6589,1610612744,401031412,3,9,12,1,Driving Layup Shot,2PT Field Goal,2,New Orleans Pelicans,18,13,0,0,,0,0
Kevin Durant,Golden State Warriors,11/16/2017,2017,3202,1610612744,400974966,1,10,20,1,Driving Layup Shot,2PT Field Goal,0,Boston Celtics,3,5,0,0,,0,0
Kevin Durant,Golden State Warriors,11/18/2017,2017,3202,1610612744,400974982,4,2,53,1,Driving Layup Shot,2PT Field Goal,2,Philadelphia 76ers,-26,4,0,0,,0,0
David West,Golden State Warriors,11/18/2017,2017,2177,1610612744,400974982,4,7,8,1,Driving Layup Shot,2PT Field Goal,3,Philadelphia 76ers,-9,29,0,0,,0,0
Stephen Curry,Golden State Warriors,2/22/2018,2017,3975,1610612744,400975618,3,8,23,1,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,-18,6,0,0,,0,0
Draymond Green,Golden State Warriors,11/16/2017,2017,6589,1610612744,400974966,1,10,38,0,Driving Layup Shot,2PT Field Goal,3,Boston Celtics,-9,36,0,0,,0,0
Kevin Durant,Golden State Warriors,2/22/2018,2017,3202,1610612744,400975618,1,11,8,0,Driving Layup Shot,2PT Field Goal,1,Los Angeles Clippers,10,8,0,0,,0,0
Zaza Pachulia,Golden State Warriors,12/30/2017,2017,2016,1610612744,400975281,1,5,53,1,Driving Layup Shot,2PT Field Goal,1,Memphis Grizzlies,5,16,0,0,,0,0
David West,Golden State Warriors,1/13/2018,2017,2177,1610612744,400975377,4,7,0,0,Driving Layup Shot,2PT Field Goal,1,Toronto Raptors,16,10,0,0,,0,0
Draymond Green,Golden State Warriors,10/23/2017,2017,6589,1610612744,400974796,2,4,59,0,Driving Layup Shot,2PT Field Goal,2,Dallas Mavericks,25,10,0,0,,0,0
Kevin Durant,Golden State Warriors,12/8/2017,2017,3202,1610612744,400975119,4,3,35,1,Driving Layup Shot,2PT Field Goal,3,Detroit Pistons,-23,29,0,0,,0,0
Kevin Durant,Golden State Warriors,12/27/2017,2017,3202,1610612744,400975260,1,9,37,1,Driving Reverse Dunk Shot,2PT Field Goal,0,Utah Jazz,1,-4,0,0,,0,0
Shaun Livingston,Golden State Warriors,12/29/2017,2017,2393,1610612744,400975274,3,7,12,1,Driving Reverse Dunk Shot,2PT Field Goal,0,Charlotte Hornets,2,4,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/27/2017,2017,2386,1610612744,400975047,1,0,45,1,Driving Reverse Dunk Shot,2PT Field Goal,1,Sacramento Kings,-6,17,0,0,,0,0
JaVale McGee,Golden State Warriors,3/29/2018,2017,3452,1610612744,400975874,3,6,10,1,Driving Reverse Dunk Shot,2PT Field Goal,0,Milwaukee Bucks,0,0,0,0,,0,0
David West,Golden State Warriors,10/25/2017,2017,2177,1610612744,400974814,4,10,32,1,Driving Reverse Dunk Shot,2PT Field Goal,0,Toronto Raptors,-5,8,0,0,,0,0
JaVale McGee,Golden State Warriors,10/23/2017,2017,3452,1610612744,400974796,4,4,51,1,Driving Reverse Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-7,13,0,0,,0,0
Stephen Curry,Golden State Warriors,1/30/2018,2017,3975,1610612744,400975497,1,3,44,0,Driving Reverse Layup Shot,2PT Field Goal,2,Utah Jazz,-18,10,0,0,,0,0
Kevin Durant,Golden State Warriors,11/4/2017,2017,3202,1610612744,400974886,3,6,33,1,Driving Reverse Layup Shot,2PT Field Goal,2,Denver Nuggets,9,18,0,0,,0,0
Kevin Durant,Golden State Warriors,4/7/2018,2017,3202,1610612744,400975941,3,6,23,1,Driving Reverse Layup Shot,2PT Field Goal,1,New Orleans Pelicans,9,11,0,0,,0,0
David West,Golden State Warriors,12/22/2017,2017,2177,1610612744,400975230,2,6,13,0,Driving Reverse Layup Shot,2PT Field Goal,1,Los Angeles Lakers,14,1,0,0,,0,0
Zaza Pachulia,Golden State Warriors,3/16/2018,2017,2016,1610612744,400975779,1,5,38,0,Driving Reverse Layup Shot,2PT Field Goal,2,Sacramento Kings,-17,16,0,0,,0,0
Kevin Durant,Golden State Warriors,11/29/2017,2017,3202,1610612744,400975063,2,6,42,1,Driving Reverse Layup Shot,2PT Field Goal,2,Los Angeles Lakers,-1,23,0,0,,0,0
Stephen Curry,Golden State Warriors,2/3/2018,2017,3975,1610612744,400975528,1,0,43,1,Driving Reverse Layup Shot,2PT Field Goal,1,Denver Nuggets,-15,6,0,0,,0,0
Kevin Durant,Golden State Warriors,4/22/2018,2017,3202,1610612744,401029455,2,2,24,1,Driving Reverse Layup Shot,2PT Field Goal,0,San Antonio Spurs,3,3,0,0,,0,0
Quinn Cook,Golden State Warriors,3/23/2018,2017,,1610612744,400975833,3,1,6,1,Driving Reverse Layup Shot,2PT Field Goal,2,Atlanta Hawks,10,18,0,0,,0,0
Kevin Durant,Golden State Warriors,12/22/2017,2017,3202,1610612744,400975230,1,4,24,1,Driving Reverse Layup Shot,2PT Field Goal,2,Los Angeles Lakers,19,8,0,0,,0,0
Klay Thompson,Golden State Warriors,4/1/2018,2017,6475,1610612744,400975899,3,11,24,1,Driving Reverse Layup Shot,2PT Field Goal,1,Phoenix Suns,9,7,0,0,,0,0
Quinn Cook,Golden State Warriors,3/29/2018,2017,,1610612744,400975874,4,2,17,1,Driving Reverse Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-16,-1,0,0,,0,0
Kevin Durant,Golden State Warriors,2/14/2018,2017,3202,1610612744,400975610,4,1,55,1,Driving Reverse Layup Shot,2PT Field Goal,0,Portland Trail Blazers,3,2,0,0,,0,0
Kevin Durant,Golden State Warriors,4/16/2018,2017,3202,1610612744,401029446,2,6,6,1,Driving Reverse Layup Shot,2PT Field Goal,2,San Antonio Spurs,22,10,0,0,,0,0
Klay Thompson,Golden State Warriors,4/1/2018,2017,6475,1610612744,400975899,1,9,39,0,Driving Reverse Layup Shot,2PT Field Goal,2,Phoenix Suns,7,19,0,0,,0,0
Kevon Looney,Golden State Warriors,3/29/2018,2017,3155535,1610612744,400975874,2,2,8,1,Driving Reverse Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-8,16,0,0,,0,0
Stephen Curry,Golden State Warriors,2/14/2018,2017,3975,1610612744,400975610,3,7,8,1,Driving Reverse Layup Shot,2PT Field Goal,1,Portland Trail Blazers,6,10,0,0,,0,0
Klay Thompson,Golden State Warriors,4/24/2018,2017,6475,1610612744,401029456,1,5,3,1,Driving Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,-15,9,0,0,,0,0
Draymond Green,Golden State Warriors,3/16/2018,2017,6589,1610612744,400975779,4,8,35,0,Driving Reverse Layup Shot,2PT Field Goal,1,Sacramento Kings,-11,14,0,0,,0,0
Zaza Pachulia,Golden State Warriors,1/4/2018,2017,2016,1610612744,400975312,1,7,56,0,Driving Reverse Layup Shot,2PT Field Goal,2,Houston Rockets,-6,21,0,0,,0,0
Kevin Durant,Golden State Warriors,11/11/2017,2017,3202,1610612744,400974935,2,3,52,0,Driving Reverse Layup Shot,2PT Field Goal,1,Philadelphia 76ers,5,13,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/19/2018,2017,2386,1610612744,,1,10,58,0,Driving Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,-3,-12,0,0,,0,0
Andre Iguodala,Golden State Warriors,3/19/2018,2017,2386,1610612744,400975802,1,4,12,1,Driving Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,0,11,0,0,,0,0
Stephen Curry,Golden State Warriors,1/23/2018,2017,3975,1610612744,400975445,2,0,46,1,Driving Reverse Layup Shot,2PT Field Goal,2,New York Knicks,-18,20,0,0,,0,0
Andre Iguodala,Golden State Warriors,2/28/2018,2017,2386,1610612744,400975663,4,2,3,1,Driving Reverse Layup Shot,2PT Field Goal,1,Washington Wizards,-8,15,0,0,,0,0
Kevin Durant,Golden State Warriors,1/27/2018,2017,3202,1610612744,400975474,2,7,29,0,Driving Reverse Layup Shot,2PT Field Goal,2,Boston Celtics,6,22,0,0,,0,0
Klay Thompson,Golden State Warriors,4/10/2018,2017,6475,1610612744,400975963,3,8,3,1,Driving Reverse Layup Shot,2PT Field Goal,1,Utah Jazz,15,5,0,0,,0,0
Zaza Pachulia,Golden State Warriors,10/25/2017,2017,2016,1610612744,400974814,1,9,13,1,Driving Reverse Layup Shot,2PT Field Goal,1,Toronto Raptors,-19,5,0,0,,0,0
Kevon Looney,Golden State Warriors,2/12/2018,2017,3155535,1610612744,400975592,4,11,43,1,Driving Reverse Layup Shot,2PT Field Goal,2,Phoenix Suns,6,26,0,0,,0,0
Andre Iguodala,Golden State Warriors,11/13/2017,2017,2386,1610612744,400974950,1,1,14,0,Driving Reverse Layup Shot,2PT Field Goal,0,Orlando Magic,5,5,0,0,,0,0
Stephen Curry,Golden State Warriors,2/24/2018,2017,3975,1610612744,400975633,2,4,51,1,Driving Reverse Layup Shot,2PT Field Goal,2,Oklahoma City Thunder,5,20,0,0,,0,0
Stephen Curry,Golden State Warriors,10/29/2017,2017,3975,1610612744,400974842,2,2,36,1,Driving Reverse Layup Shot,2PT Field Goal,1,Detroit Pistons,-8,11,0,0,,0,0
Stephen Curry,Golden State Warriors,10/17/2017,2017,3975,1610612744,400974438,4,7,0,0,Driving Reverse Layup Shot,2PT Field Goal,1,Houston Rockets,-8,15,0,0,,0,0
Stephen Curry,Golden State Warriors,10/17/2017,2017,3975,1610612744,400974438,3,11,13,1,Driving Reverse Layup Shot,2PT Field Goal,1,Houston Rockets,-13,14,0,0,,0,0
Stephen Curry,Golden State Warriors,10/27/2017,2017,3975,1610612744,400974826,3,8,6,0,Driving Reverse Layup Shot,2PT Field Goal,1,Washington Wizards,-16,11,0,0,,0,0
Shaun Livingston,Golden State Warriors,2/10/2018,2017,2393,1610612744,400975577,2,7,22,1,Driving Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,-3,14,0,0,,0,0
Stephen Curry,Golden State Warriors,2/8/2018,2017,3975,1610612744,400975561,3,4,23,1,Driving Reverse Layup Shot,2PT Field Goal,1,Dallas Mavericks,-13,9,0,0,,0,0
Stephen Curry,Golden State Warriors,10/29/2017,2017,3975,1610612744,400974842,3,3,34,1,Driving Reverse Layup Shot,2PT Field Goal,1,Detroit Pistons,-8,11,0,0,,0,0
Klay Thompson,Golden State Warriors,10/29/2017,2017,6475,1610612744,400974842,1,10,40,1,Driving Reverse Layup Shot,2PT Field Goal,0,Detroit Pistons,2,5,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/2017,2017,3975,1610612744,400974784,3,7,42,0,Driving Reverse Layup Shot,2PT Field Goal,0,Memphis Grizzlies,-4,-1,0,0,,0,0
JaVale McGee,Golden State Warriors,3/27/2018,2017,3452,1610612744,400975860,3,2,37,1,Dunk Shot,2PT Field Goal,1,Indiana Pacers,-2,14,0,0,,0,0
Zaza Pachulia,Golden State Warriors,10/23/2017,2017,2016,1610612744,400974796,3,8,57,1,Dunk Shot,2PT Field Goal,0,Dallas Mavericks,2,6,0,0,,0,0
Draymond Green,Golden State Warriors,2/14/2018,2017,6589,1610612744,400975610,3,8,14,1,Dunk Shot,2PT Field Goal,0,Portland Trail Blazers,-2,5,0,0,,0,0
David West,Golden State Warriors,1/25/2018,2017,2177,1610612744,400975459,2,7,44,1,Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,3,13,0,0,,0,0
Draymond Green,Golden State Warriors,1/27/2018,2017,6589,1610612744,400975474,4,11,9,1,Dunk Shot,2PT Field Goal,2,Boston Celtics,14,19,0,0,,0,0
David West,Golden State Warriors,1/23/2018,2017,2177,1610612744,400975445,4,6,0,1,Dunk Shot,2PT Field Goal,1,New York Knicks,-5,16,0,0,,0,0
Kevin Durant,Golden State Warriors,1/30/2018,2017,3202,1610612744,400975497,3,4,32,1,Dunk Shot,2PT Field Goal,1,Utah Jazz,10,12,0,0,,0,0
JaVale McGee,Golden State Warriors,11/4/2017,2017,3452,1610612744,400974886,1,1,5,1,Dunk Shot,2PT Field Goal,1,Denver Nuggets,8,13,0,0,,0,0
Jordan Bell,Golden State Warriors,1/3/2018,2017,,1610612744,400975308,2,2,50,0,Dunk Shot,2PT Field Goal,0,Dallas Mavericks,3,-2,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/25/2018,2017,2386,1610612744,400975459,1,2,2,1,Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-6,16,0,0,,0,0
Draymond Green,Golden State Warriors,4/7/2018,2017,6589,1610612744,400975941,2,3,21,1,Dunk Shot,2PT Field Goal,1,New Orleans Pelicans,-6,13,0,0,,0,0
Omri Casspi,Golden State Warriors,12/14/2017,2017,3554,1610612744,400975168,4,9,44,1,Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-5,14,0,0,,0,0
JaVale McGee,Golden State Warriors,1/30/2018,2017,3452,1610612744,400975497,4,6,0,1,Dunk Shot,2PT Field Goal,6,Utah Jazz,-6,64,0,0,,0,0
Kevin Durant,Golden State Warriors,12/14/2017,2017,3202,1610612744,400975168,1,3,50,1,Dunk Shot,2PT Field Goal,1,Dallas Mavericks,-11,16,0,0,,0,0
Kevon Looney,Golden State Warriors,3/19/2018,2017,3155535,1610612744,400975802,2,0,16,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,2,10,0,0,,0,0
David West,Golden State Warriors,1/4/2018,2017,2177,1610612744,400975312,4,7,28,1,Dunk Shot,2PT Field Goal,1,Houston Rockets,4,12,0,0,,0,0
Zaza Pachulia,Golden State Warriors,1/30/2018,2017,2016,1610612744,400975497,1,6,51,1,Dunk Shot,2PT Field Goal,1,Utah Jazz,-2,19,0,0,,0,0
Jordan Bell,Golden State Warriors,12/30/2017,2017,,1610612744,400975281,3,8,8,1,Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,-3,14,0,0,,0,0
Patrick McCaw,Golden State Warriors,11/11/2017,2017,3137730,1610612744,400974935,4,3,39,1,Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,-5,11,0,0,,0,0
Jordan Bell,Golden State Warriors,12/30/2017,2017,,1610612744,400975281,4,6,46,1,Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,0,13,0,0,,0,0
Jordan Bell,Golden State Warriors,3/23/2018,2017,,1610612744,400975833,1,8,9,0,Dunk Shot,2PT Field Goal,4,Atlanta Hawks,8,40,0,0,,0,0
Jordan Bell,Golden State Warriors,12/22/2017,2017,,1610612744,400975230,2,0,36,0,Dunk Shot,2PT Field Goal,0,Los Angeles Lakers,6,7,0,0,,0,0
David West,Golden State Warriors,2/6/2018,2017,2177,1610612744,400975549,4,8,41,1,Dunk Shot,2PT Field Goal,1,Oklahoma City Thunder,5,16,0,0,,0,0
Kevon Looney,Golden State Warriors,1/13/2018,2017,3155535,1610612744,400975377,2,1,52,1,Dunk Shot,2PT Field Goal,1,Toronto Raptors,-4,15,0,0,,0,0
JaVale McGee,Golden State Warriors,11/11/2017,2017,3452,1610612744,400974935,1,2,22,1,Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,0,9,0,0,,0,0
Kevon Looney,Golden State Warriors,11/29/2017,2017,3155535,1610612744,400975063,4,8,35,0,Dunk Shot,2PT Field Goal,2,Los Angeles Lakers,14,15,0,0,,0,0
Jordan Bell,Golden State Warriors,12/27/2017,2017,,1610612744,400975260,3,1,57,1,Dunk Shot,2PT Field Goal,1,Utah Jazz,-12,11,0,0,,0,0
Jordan Bell,Golden State Warriors,12/3/2017,2017,,1610612744,400975086,3,1,3,0,Dunk Shot,2PT Field Goal,1,Miami Heat,-10,14,0,0,,0,0
JaVale McGee,Golden State Warriors,4/3/2018,2017,3452,1610612744,400975909,3,5,21,1,Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,-2,5,0,0,,0,0
Omri Casspi,Golden State Warriors,12/22/2017,2017,3554,1610612744,400975230,3,1,41,1,Dunk Shot,2PT Field Goal,1,Los Angeles Lakers,-5,15,0,0,,0,0
Shaun Livingston,Golden State Warriors,5/1/2018,2017,2393,1610612744,401031645,2,8,24,1,Dunk Shot,2PT Field Goal,2,New Orleans Pelicans,-2,26,0,0,,0,0
David West,Golden State Warriors,12/3/2017,2017,2177,1610612744,400975086,4,6,34,1,Dunk Shot,2PT Field Goal,0,Miami Heat,0,0,0,0,,0,0
Draymond Green,Golden State Warriors,5/1/2018,2017,6589,1610612744,401031645,2,6,44,1,Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,-7,7,0,0,,0,0
Klay Thompson,Golden State Warriors,2/22/2018,2017,6475,1610612744,400975618,1,7,21,1,Dunk Shot,2PT Field Goal,0,Los Angeles Clippers,-5,8,0,0,,0,0
JaVale McGee,Golden State Warriors,2/26/2018,2017,3452,1610612744,400975646,1,6,8,1,Dunk Shot,2PT Field Goal,1,New York Knicks,2,10,0,0,,0,0
Jordan Bell,Golden State Warriors,1/8/2018,2017,,1610612744,400975343,2,6,21,1,Dunk Shot,2PT Field Goal,1,Denver Nuggets,-1,11,0,0,,0,0
JaVale McGee,Golden State Warriors,4/8/2018,2017,3452,1610612744,400975949,3,1,41,1,Dunk Shot,2PT Field Goal,1,Phoenix Suns,0,18,0,0,,0,0
Kevin Durant,Golden State Warriors,2/2/2018,2017,3202,1610612744,400975520,1,10,27,0,Dunk Shot,2PT Field Goal,0,Sacramento Kings,0,4,0,0,,0,0
Kevin Durant,Golden State Warriors,2/12/2018,2017,3202,1610612744,400975592,3,1,28,1,Dunk Shot,2PT Field Goal,0,Phoenix Suns,-2,8,0,0,,0,0
Jordan Bell,Golden State Warriors,11/4/2017,2017,,1610612744,400974886,2,5,49,0,Dunk Shot,2PT Field Goal,4,Denver Nuggets,34,30,0,0,,0,0
JaVale McGee,Golden State Warriors,5/6/2018,2017,3452,1610612744,401031647,4,0,50,1,Dunk Shot,2PT Field Goal,0,New Orleans Pelicans,-5,-5,0,0,,0,0
JaVale McGee,Golden State Warriors,11/8/2017,2017,3452,1610612744,400974914,3,4,27,1,Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,0,1,0,0,,0,0
Kevin Durant,Golden State Warriors,4/7/2018,2017,3202,1610612744,400975941,4,2,6,0,Dunk Shot,2PT Field Goal,3,New Orleans Pelicans,23,25,0,0,,0,0
Kevon Looney,Golden State Warriors,10/27/2017,2017,3155535,1610612744,400974826,4,2,40,1,Dunk Shot,2PT Field Goal,1,Washington Wizards,-5,13,0,0,,0,0
JaVale McGee,Golden State Warriors,3/19/2018,2017,3452,1610612744,400975802,4,4,42,1,Dunk Shot,2PT Field Goal,0,San Antonio Spurs,-3,2,0,0,,0,0
Damian Jones,Golden State Warriors,4/5/2018,2017,3064559,1610612744,400975921,3,2,29,1,Dunk Shot,2PT Field Goal,0,Indiana Pacers,5,5,0,0,,0,0
Draymond Green,Golden State Warriors,1/20/2018,2017,6589,1610612744,400975425,1,6,3,1,Dunk Shot,2PT Field Goal,1,Houston Rockets,-2,10,0,0,,0,0
JaVale McGee,Golden State Warriors,4/16/2018,2017,3452,1610612744,401029446,3,7,35,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-6,12,0,0,,0,0
JaVale McGee,Golden State Warriors,11/19/2017,2017,3452,1610612744,400974987,1,3,11,1,Dunk Shot,2PT Field Goal,1,Brooklyn Nets,2,14,0,0,,0,0
Klay Thompson,Golden State Warriors,11/8/2017,2017,6475,1610612744,400974914,4,7,44,1,Dunk Shot,2PT Field Goal,0,Minnesota Timberwolves,2,8,0,0,,0,0
Klay Thompson,Golden State Warriors,2/3/2018,2017,6475,1610612744,400975528,1,4,30,1,Dunk Shot,2PT Field Goal,1,Denver Nuggets,-2,14,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/5/2018,2017,2393,1610612744,400975921,4,10,55,1,Dunk Shot,2PT Field Goal,1,Indiana Pacers,0,13,0,0,,0,0
JaVale McGee,Golden State Warriors,1/30/2018,2017,3452,1610612744,400975497,3,1,17,1,Dunk Shot,2PT Field Goal,5,Utah Jazz,8,55,0,0,,0,0
Kevin Durant,Golden State Warriors,12/29/2017,2017,3202,1610612744,400975274,3,6,52,1,Dunk Shot,2PT Field Goal,0,Charlotte Hornets,2,6,0,0,,0,0
Andre Iguodala,Golden State Warriors,2/26/2018,2017,2386,1610612744,400975646,4,8,40,1,Dunk Shot,2PT Field Goal,1,New York Knicks,-6,8,0,0,,0,0
Andre Iguodala,Golden State Warriors,1/8/2018,2017,2386,1610612744,400975343,1,4,53,1,Dunk Shot,2PT Field Goal,1,Denver Nuggets,-2,17,0,0,,0,0
Kevin Durant,Golden State Warriors,1/30/2018,2017,3202,1610612744,400975497,1,9,23,1,Dunk Shot,2PT Field Goal,1,Utah Jazz,1,15,0,0,,0,0
Klay Thompson,Golden State Warriors,2/10/2018,2017,6475,1610612744,400975577,3,8,20,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,9,12,0,0,,0,0
Kevin Durant,Golden State Warriors,12/20/2017,2017,3202,1610612744,400975215,1,7,19,1,Dunk Shot,2PT Field Goal,0,Memphis Grizzlies,4,5,0,0,,0,0
Jordan Bell,Golden State Warriors,12/1/2017,2017,,1610612744,400975069,4,4,28,1,Dunk Shot,2PT Field Goal,0,Orlando Magic,7,-6,0,0,,0,0
Patrick McCaw,Golden State Warriors,1/3/2018,2017,3137730,1610612744,400975308,2,4,12,1,Dunk Shot,2PT Field Goal,0,Dallas Mavericks,6,6,0,0,,0,0
JaVale McGee,Golden State Warriors,1/17/2018,2017,3452,1610612744,400975403,1,1,32,1,Dunk Shot,2PT Field Goal,1,Chicago Bulls,3,11,0,0,,0,0
Andre Iguodala,Golden State Warriors,2/12/2018,2017,2386,1610612744,400975592,3,2,2,1,Dunk Shot,2PT Field Goal,1,Phoenix Suns,6,10,0,0,,0,0
Kevin Durant,Golden State Warriors,4/14/2018,2017,3202,1610612744,401029441,2,4,12,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,11,5,0,0,,0,0
Kevin Durant,Golden State Warriors,1/20/2018,2017,3202,1610612744,400975425,2,2,44,1,Dunk Shot,2PT Field Goal,1,Houston Rockets,9,10,0,0,,0,0
David West,Golden State Warriors,12/29/2017,2017,2177,1610612744,400975274,2,5,50,1,Dunk Shot,2PT Field Goal,1,Charlotte Hornets,-1,10,0,0,,0,0
Kevin Durant,Golden State Warriors,2/12/2018,2017,3202,1610612744,400975592,3,10,16,1,Dunk Shot,2PT Field Goal,3,Phoenix Suns,-17,36,0,0,,0,0
Kevin Durant,Golden State Warriors,1/17/2018,2017,3202,1610612744,400975403,1,2,40,1,Dunk Shot,2PT Field Goal,0,Chicago Bulls,4,4,0,0,,0,0
Zaza Pachulia,Golden State Warriors,2/12/2018,2017,2016,1610612744,400975592,1,6,33,1,Dunk Shot,2PT Field Goal,1,Phoenix Suns,-2,10,0,0,,0,0
Kevin Durant,Golden State Warriors,12/1/2017,2017,3202,1610612744,400975069,1,10,16,1,Dunk Shot,2PT Field Goal,1,Orlando Magic,0,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/8/2017,2017,3202,1610612744,400975119,4,1,29,1,Dunk Shot,2PT Field Goal,1,Detroit Pistons,-1,11,0,0,,0,0
Jordan Bell,Golden State Warriors,12/6/2017,2017,,1610612744,400975109,2,6,51,0,Dunk Shot,2PT Field Goal,2,Charlotte Hornets,-8,21,0,0,,0,0
David West,Golden State Warriors,4/8/2018,2017,2177,1610612744,400975949,4,11,3,1,Dunk Shot,2PT Field Goal,0,Phoenix Suns,-3,0,0,0,,0,0
Patrick McCaw,Golden State Warriors,10/27/2017,2017,3137730,1610612744,400974826,1,1,34,1,Dunk Shot,2PT Field Goal,1,Washington Wizards,-1,15,0,0,,0,0
Omri Casspi,Golden State Warriors,2/12/2018,2017,3554,1610612744,400975592,2,8,28,1,Dunk Shot,2PT Field Goal,0,Phoenix Suns,6,6,0,0,,0,0
Kevon Looney,Golden State Warriors,1/4/2018,2017,3155535,1610612744,400975312,3,1,27,1,Dunk Shot,2PT Field Goal,1,Houston Rockets,-3,10,0,0,,0,0
David West,Golden State Warriors,2/6/2018,2017,2177,1610612744,400975549,4,6,17,1,Dunk Shot,2PT Field Goal,2,Oklahoma City Thunder,-8,19,0,0,,0,0
Draymond Green,Golden State Warriors,1/4/2018,2017,6589,1610612744,400975312,2,1,21,1,Dunk Shot,2PT Field Goal,1,Houston Rockets,-5,15,0,0,,0,0
David West,Golden State Warriors,2/6/2018,2017,2177,1610612744,400975549,2,5,52,1,Dunk Shot,2PT Field Goal,0,Oklahoma City Thunder,0,8,0,0,,0,0
Shaun Livingston,Golden State Warriors,4/19/2018,2017,2393,1610612744,,2,9,36,1,Dunk Shot,2PT Field Goal,0,San Antonio Spurs,1,9,0,0,,0,0
David West,Golden State Warriors,11/11/2017,2017,2177,1610612744,400974935,4,7,40,1,Dunk Shot,2PT Field Goal,0,Philadelphia 76ers,-3,7,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/19/2018,2017,2386,1610612744,,3,5,41,1,Dunk Shot,2PT Field Goal,2,San Antonio Spurs,2,20,0,0,,0,0
David West,Golden State Warriors,2/28/2018,2017,2177,1610612744,400975663,2,8,11,0,Dunk Shot,2PT Field Goal,2,Washington Wizards,0,26,0,0,,0,0
JaVale McGee,Golden State Warriors,12/8/2017,2017,3452,1610612744,400975119,1,5,12,1,Dunk Shot,2PT Field Goal,0,Detroit Pistons,3,8,0,0,,0,0
Kevon Looney,Golden State Warriors,3/19/2018,2017,3155535,1610612744,400975802,3,0,45,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-13,15,0,0,,0,0
Kevin Durant,Golden State Warriors,12/1/2017,2017,3202,1610612744,400975069,1,5,32,1,Dunk Shot,2PT Field Goal,0,Orlando Magic,5,6,0,0,,0,0
David West,Golden State Warriors,1/30/2018,2017,2177,1610612744,400975497,2,9,14,0,Dunk Shot,2PT Field Goal,2,Utah Jazz,14,17,0,0,,0,0
Kevon Looney,Golden State Warriors,4/19/2018,2017,3155535,1610612744,,4,6,31,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-8,8,0,0,,0,0
JaVale McGee,Golden State Warriors,4/1/2018,2017,3452,1610612744,400975899,1,0,43,1,Dunk Shot,2PT Field Goal,0,Phoenix Suns,0,9,0,0,,0,0
Shaun Livingston,Golden State Warriors,11/13/2017,2017,2393,1610612744,400974950,2,5,22,1,Dunk Shot,2PT Field Goal,1,Orlando Magic,5,15,0,0,,0,0
JaVale McGee,Golden State Warriors,1/30/2018,2017,3452,1610612744,400975497,3,3,7,1,Dunk Shot,2PT Field Goal,2,Utah Jazz,10,26,0,0,,0,0
Andre Iguodala,Golden State Warriors,4/19/2018,2017,2386,1610612744,,1,5,55,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,9,13,0,0,,0,0
Draymond Green,Golden State Warriors,11/11/2017,2017,6589,1610612744,400974935,3,8,11,0,Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,10,11,0,0,,0,0
